HexNotation,Hue,Saturation,Value,HueSpectrum,ValueSpectrum,SaturationSpectrum
#006AA3,200.8277873,100,42.800574,Green/Blue,Mid-Value,Brightest
#F85145,3.902630838,93.02794077,58.364222,Red,Mid-Value,Brightest
#E89823,35.70316609,81.35479943,69.548911,Orange,light,Brightest
#FF939F,353.6137233,100,74.842718,Red/Purple,light,Brightest
#1A6997,202.2531062,70.12621998,42.236549,Green/Blue,Mid-Value,Bright
#18304E,212.7342674,52.66179207,19.796337,Green/Blue,Darkest,Medium
#A67552,25.0875151,33.84322814,53.565565,Red/Orange,Mid-Value,Dull
#EA6D53,10.20052223,79.01551811,60.981553,Red,Mid-Value,Bright
#CE87A9,331.1130775,42.58758152,64.539554,Red/Purple,light,Medium
#7A6350,26.6841006,20.89392484,43.879647,Red/Orange,Mid-Value,Dullest
#4D7DA4,206.7910019,36.24386683,50.798441,Green/Blue,Mid-Value,Dull
#968576,28.57436209,13.34727537,56.933795,Red/Orange,Mid-Value,Dullest
#B58EC8,280.5615913,34.48308794,64.603302,Purple,light,Dull
#AAB380,70.31450377,25.30091826,71.28627,Yellow,light,Dull
#A383A0,306.1690079,14.93970213,58.782796,Purple,Mid-Value,Dullest
#487895,202.104036,34.62059413,48.523683,Green/Blue,Mid-Value,Dull
#8EADA4,162.365151,16.07864016,68.515531,Green,light,Dullest
#EBDB6A,52.34567701,76.86133918,86.738024,Orange/Yellow,Lightest,Bright
#7A7065,31.40971033,9.119535161,47.946708,Orange,Mid-Value,Dullest
#A67651,25.79829189,34.18162082,53.830776,Red/Orange,Mid-Value,Dull
#E3A467,29.44090384,69.13201494,72.180202,Red/Orange,light,Bright
#7B6F69,21.06697348,7.921649455,47.910959,Red/Orange,Mid-Value,Dullest
#418B98,189.2125891,40.07514918,54.080848,Green/Blue,Mid-Value,Dull
#A4372D,5.515973124,56.93178718,39.448035,Red,Dark,Medium
#009CC8,193.3637944,100,59.491839,Green/Blue,Mid-Value,Brightest
#715C53,18.2624562,14.97124396,41.113033,Red/Orange,Mid-Value,Dullest
#BF9472,26.51653364,38.0321123,64.800002,Red/Orange,light,Dull
#817165,26.68760169,12.23648176,48.944758,Red/Orange,Mid-Value,Dullest
#B4765F,16.24147584,36.47424794,55.826055,Red/Orange,Mid-Value,Dull
#DC7F66,12.69701682,62.89509617,62.912134,Red,light,Bright
#986848,24.23441945,35.64491158,48.601775,Red/Orange,Mid-Value,Dull
#D28766,18.27853684,54.83679791,63.474055,Red/Orange,light,Medium
#6B7959,85.76541394,15.41362157,49.236407,Yellow,Mid-Value,Dullest
#643A2E,13.98420838,37.10137681,29.472225,Red,Dark,Dull
#04525F,188.4087217,91.11716767,31.80637,Green/Blue,Dark,Brightest
#EB7B3B,21.88345339,81.89763025,63.657456,Red/Orange,light,Brightest
#FFE775,49.62424792,100,93.084939,Orange/Yellow,Lightest,Brightest
#536F77,193.0513165,17.77575844,45.127612,Green/Blue,Mid-Value,Dullest
#6F8984,167.4635039,10.4809536,55.368666,Green,Mid-Value,Dullest
#664095,267.0617336,39.6903275,35.578109,Blue,Dark,Dull
#574339,20.46850515,20.77191642,30.45329,Red/Orange,Dark,Dullest
#A69C8E,36.79268415,11.74226463,65.079277,Orange,light,Dullest
#E2A976,28.60810002,65.40427908,73.746535,Red/Orange,light,Bright
#2F785E,158.7895998,43.43030776,45.49644,Green,Mid-Value,Medium
#7D4C3C,15.34595219,35.23758157,37.932986,Red/Orange,Dark,Dull
#A25D25,27.05643421,62.84031397,46.645634,Red/Orange,Mid-Value,Bright
#6E655F,23.63760443,7.064824385,43.552139,Red/Orange,Mid-Value,Dullest
#AA4C8D,318.657716,37.81923695,46.659475,Red/Purple,Mid-Value,Dull
#546553,117.242314,9.419116241,41.010689,Yellow/Green,Mid-Value,Dullest
#685140,25.7959558,23.37810521,36.65978,Red/Orange,Dark,Dull
#6DA5AF,189.4926227,29.5341014,64.515353,Green/Blue,light,Dull
#683677,285.7392118,36.94150391,31.862557,Purple,Dark,Dull
#753E81,288.8293996,35.23594063,35.757955,Purple,Dark,Dull
#BE523E,9.23646628,50.35776089,48.799766,Red,Mid-Value,Medium
#C29A7C,26.07917062,37.02840165,66.839063,Red/Orange,light,Dull
#B37450,21.7000617,39.38365365,54.88812,Red/Orange,Mid-Value,Dull
#8A6853,22.33510303,24.82822461,46.990101,Red/Orange,Mid-Value,Dull
#D49622,39.28449602,72.05076203,66.701477,Orange,light,Bright
#A68A72,26.95996104,22.5260624,59.513093,Red/Orange,Mid-Value,Dull
#D0742A,26.64984928,66.2397062,58.203069,Red/Orange,Mid-Value,Bright
#F26A72,356.2241989,84.09169321,62.033313,Red/Purple,light,Brightest
#6E5073,290.2958232,18.0343551,38.54809,Purple,Dark,Dullest
#4A314D,293.2870311,22.58557873,24.479932,Purple,Dark,Dull
#73A6C1,200.8386964,39.06919232,65.86728,Green/Blue,light,Dull
#AA6A45,22.14265567,42.1852067,51.196386,Red/Orange,Mid-Value,Medium
#F9AE85,21.31637743,90.98075637,77.59395,Red/Orange,light,Brightest
#FFA06A,21.76718569,100,76.645263,Red/Orange,light,Brightest
#857A72,25.85674292,7.835575704,52.273751,Red/Orange,Mid-Value,Dullest
#007B60,166.7734857,100,45.521462,Green,Mid-Value,Brightest
#CD813D,28.31965014,59.06298463,60.846768,Red/Orange,Mid-Value,Medium
#965D40,20.68771426,39.97848349,45.414455,Red/Orange,Mid-Value,Dull
#CD2D1B,6.140768823,76.57896463,45.704169,Red,Mid-Value,Bright
#A28672,25.03196971,20.49333525,58.120792,Red/Orange,Mid-Value,Dullest
#E29B73,21.80969804,66.56635339,70.359961,Red/Orange,light,Bright
#A73C74,328.7116671,47.04932657,42.408513,Red/Purple,Mid-Value,Medium
#D5B1BD,340.7914301,30.64361345,75.874582,Red/Purple,light,Dull
#C2A27E,31.65075953,35.8053227,68.800736,Orange,light,Dull
#E4729F,336.4691466,67.8546696,62.69942,Red/Purple,light,Bright
#A79996,12.04750414,9.02609837,64.606215,Red,light,Dullest
#C899B0,330.628602,29.90526106,68.45928,Red/Purple,light,Dull
#EBA230,36.51635705,83.05724241,72.312576,Orange,light,Brightest
#BF916B,27.53177891,39.5750483,63.916506,Red/Orange,light,Dull
#FF8B00,32.70958919,100,70.074113,Orange,light,Brightest
#CB6F6E,0.74306124,47.18264425,57.518187,Red,Mid-Value,Medium
#C76C31,23.68487724,59.97548578,55.377577,Red/Orange,Mid-Value,Medium
#B47856,22.10073624,38.81377103,56.199097,Red/Orange,Mid-Value,Dull
#989370,52.20159052,16.57233241,60.784108,Orange/Yellow,Mid-Value,Dullest
#C65B97,326.402261,48.26467203,53.926655,Red/Purple,Mid-Value,Medium
#9B5B4A,12.9915812,35.48137192,45.781613,Red,Mid-Value,Dull
#714028,19.76042417,47.71166556,32.807492,Red/Orange,Dark,Medium
#9E9293,355.905224,5.889206612,61.883851,Red/Purple,light,Dullest
#85868A,229.9164799,2.129491567,56.148965,Green/Blue,Mid-Value,Dullest
#55287B,272.0220301,50.25350803,26.613102,Purple,Dark,Medium
#997E6D,23.11970409,17.89525447,55.084412,Red/Orange,Mid-Value,Dullest
#A9927E,28.47455808,19.71246157,62.35197,Red/Orange,light,Dullest
#75B97F,128.9923132,32.70358743,69.543043,Green,light,Dull
#7B6E69,17.43228726,7.717738791,47.809164,Red/Orange,Mid-Value,Dullest
#7E793D,55.32781009,34.39780273,50.291716,Orange/Yellow,Mid-Value,Dull
#8D4F45,8.25192928,34.26833468,40.93304,Red,Dark,Dull
#DA6B6C,359.6242426,60.48396649,58.739259,Red/Purple,Mid-Value,Medium
#FEA8A8,0.030693394,98.25565656,77.292251,Red,light,Brightest
#A27B63,22.47305858,25.7045136,54.971589,Red/Orange,Mid-Value,Dull
#517E9F,205.3920638,32.46585728,51.116493,Green/Blue,Mid-Value,Dull
#887B76,16.39938418,7.265057779,52.830596,Red/Orange,Mid-Value,Dullest
#611B5C,303.9999086,56.60907753,24.172014,Purple,Dark,Medium
#7D2855,327.8803129,51.25750479,30.868707,Red/Purple,Dark,Medium
#445D59,171.3025609,15.25385369,37.665316,Green/Blue,Dark,Dullest
#E5AF7D,28.33235618,67.53782717,75.445146,Red/Orange,light,Bright
#DE8C6A,17.39671135,63.66565435,66.074129,Red/Orange,light,Bright
#7F5A6F,326.9696112,17.07828707,42.94053,Red/Purple,Mid-Value,Dullest
#BF502C,14.81817038,62.54664028,48.498926,Red,Mid-Value,Bright
#B15332,15.6474142,55.3783244,46.874857,Red/Orange,Mid-Value,Medium
#EF8F50,23.88782835,83.31327927,68.563679,Red/Orange,light,Brightest
#922E86,307.0947025,52.06483824,37.64293,Purple,Dark,Medium
#3F9288,173.1384868,39.25440386,55.648409,Green/Blue,Mid-Value,Dull
#A7A3D6,244.1200752,38.72026728,69.261618,Blue,light,Dull
#A99883,32.70206952,18.24522354,63.959388,Orange,light,Dullest
#B49682,23.28777468,25.14416531,64.41625,Red/Orange,light,Dull
#8B766A,20.94669354,13.11217816,51.277463,Red/Orange,Mid-Value,Dullest
#596357,110.1626329,6.366444486,40.892865,Yellow/Green,Dark,Dullest
#D85013,18.58503305,83.68262144,52.459256,Red/Orange,Mid-Value,Brightest
#1D648D,202.1117583,65.24317374,40.126992,Green/Blue,Dark,Bright
#335470,207.6392815,37.14072062,34.603581,Green/Blue,Dark,Dull
#9B1A28,353.46902,70.8174045,33.794026,Red/Purple,Dark,Bright
#5C6271,225.0591203,9.848433816,41.62739,Green/Blue,Mid-Value,Dullest
#FF9E89,10.76481253,100,75.515843,Red,light,Brightest
#AC489D,308.6044937,40.97391933,46.843353,Purple,Mid-Value,Dull
#74755B,62.97187387,12.49858067,48.631544,Yellow,Mid-Value,Dullest
#A21765,326.2010872,75.14136711,36.494783,Red/Purple,Dark,Bright
#EF595B,359.4201215,82.396087,58.403517,Red/Purple,Mid-Value,Brightest
#4D576A,218.7536706,15.59317427,37.040357,Green/Blue,Dark,Dullest
#56BCC2,183.2284353,47.17047126,71.043695,Green/Blue,light,Medium
#ACA39E,24.31600165,7.827712613,67.88601,Red/Orange,light,Dullest
#87275F,325.0877968,54.56343139,33.00252,Red/Purple,Dark,Medium
#C27838,27.99790541,55.26561826,57.436734,Red/Orange,Mid-Value,Medium
#7A7EB8,235.7996948,30.5679863,54.804829,Green/Blue,Mid-Value,Dull
#E3B3A1,16.56234479,54.06897101,77.043637,Red/Orange,light,Medium
#D63B41,357.5653472,65.6794683,49.35142,Red/Purple,Mid-Value,Bright
#D7BE4D,48.90613547,63.95999542,77.351272,Orange/Yellow,light,Bright
#805845,19.59263015,29.74350617,41.356882,Red/Orange,Mid-Value,Dull
#A84931,12.19503392,54.46438341,43.565832,Red,Mid-Value,Medium
#CC99AB,339.3575085,33.77089796,68.75265,Red/Purple,light,Dull
#87B99F,148.6048587,26.13449474,71.18377,Green,light,Dull
#005877,195.4621291,100,33.123941,Green/Blue,Dark,Brightest
#4E4F97,239.4654518,31.73601572,36.881955,Green/Blue,Dark,Dull
#8D7866,27.16246076,15.87079323,52.14963,Red/Orange,Mid-Value,Dullest
#A1A4C1,234.8082651,20.46010677,68.119809,Green/Blue,light,Dullest
#347C73,172.7058232,40.68794504,47.705167,Green/Blue,Mid-Value,Dull
#A13B31,5.290596784,53.35963989,39.650612,Red,Dark,Medium
#6BAB9A,163.8758449,27.89073973,65.704685,Green,light,Dull
#80995D,85.39560728,23.98954457,60.137908,Yellow,Mid-Value,Dull
#FFF1A4,51.07829405,100,94.95776,Orange/Yellow,Lightest,Brightest
#750E4B,324.7513834,77.84080036,25.740983,Red/Purple,Dark,Bright
#53352C,13.86696734,30.45725836,25.69918,Red,Dark,Dull
#A9ABCA,236.658572,23.64410639,70.947868,Green/Blue,light,Dull
#4C2737,333.9448894,31.5514341,21.397881,Red/Purple,Dark,Dull
#4D222B,348.4887257,37.93245176,19.921551,Red/Purple,Darkest,Dull
#01565F,185.2369095,97.31019905,33.245669,Green/Blue,Dark,Brightest
#D69C78,23.28796058,53.77533464,69.302355,Red/Orange,light,Medium
#8B3E79,314.1884909,38.10650417,38.653391,Purple,Dark,Dull
#3D2F29,16.86131595,18.99085582,20.854942,Red/Orange,Darkest,Dullest
#5E3725,18.70223424,43.03768832,27.460054,Red/Orange,Dark,Medium
#C5825B,21.76488782,48.12393681,60.558993,Red/Orange,Mid-Value,Medium
#AE6742,20.78495147,44.78114511,50.98816,Red/Orange,Mid-Value,Medium
#76A5C0,202.242693,37.15191297,65.481885,Green/Blue,light,Dull
#F67C78,1.727989265,87.93098835,66.199535,Red,light,Brightest
#744226,21.42569069,50.02700203,33.788955,Red/Orange,Dark,Medium
#D27357,13.94147686,58.01814749,58.866259,Red,Mid-Value,Medium
#694935,22.75003082,32.42269742,34.114237,Red/Orange,Dark,Dull
#C27B64,14.71453153,43.87477962,58.70794,Red,Mid-Value,Medium
#542521,4.328335367,43.56533893,21.459678,Red,Dark,Medium
#005999,205.0484259,100,35.920723,Green/Blue,Dark,Brightest
#D1B75F,46.23735179,55.26927457,75.052325,Orange/Yellow,light,Medium
#8A3129,4.999648182,54.1839469,33.528002,Red,Dark,Medium
#C2796B,9.435002202,41.85251466,58.350641,Red,Mid-Value,Medium
#542F35,350.3220845,27.39910629,24.54388,Red/Purple,Dark,Dull
#7D8CC7,228.2042853,39.7927001,59.353571,Green/Blue,Mid-Value,Dull
#A76254,10.44065632,32.74765114,49.245119,Red,Mid-Value,Dull
#7B463D,8.893169114,33.34299223,36.07079,Red,Dark,Dull
#B41D83,319.3683507,71.62285392,41.649667,Red/Purple,Mid-Value,Bright
#C05B6A,351.3220118,44.64033217,51.76901,Red/Purple,Mid-Value,Medium
#E6C05B,43.34371996,74.26978306,79.321923,Orange,light,Bright
#867772,14.00129231,7.769828471,51.412755,Red,Mid-Value,Dullest
#827878,3.024580971,4.111943691,51.555426,Red,Mid-Value,Dullest
#87CFB9,161.9805819,42.91699997,78.099355,Green,light,Medium
#218495,188.8200161,63.55098488,50.881559,Green/Blue,Mid-Value,Bright
#7C6A98,263.1586741,18.57400278,48.134101,Blue,Mid-Value,Dullest
#A56443,20.1531645,41.95217713,49.004382,Red/Orange,Mid-Value,Medium
#8784BB,243.8190679,28.73528053,57.451316,Blue,Mid-Value,Dull
#918380,12.60008294,7.218475257,56.145047,Red,Mid-Value,Dullest
#825463,340.2168917,21.73130247,41.358373,Red/Purple,Mid-Value,Dull
#7B818F,220.4283654,8.043744528,54.18051,Green/Blue,Mid-Value,Dullest
#E29876,18.92390882,65.32993817,69.669967,Red/Orange,light,Bright
#BD8D6B,24.85590566,38.4983408,62.630077,Red/Orange,light,Dull
#D6BDC9,331.4197352,24.07735486,79.098053,Red/Purple,light,Dull
#96414C,352.4968514,39.30609257,39.447926,Red/Purple,Dark,Dull
#A59690,17.02390152,10.48318979,63.253349,Red/Orange,light,Dullest
#485750,150.5386557,9.533631588,35.845892,Green,Dark,Dullest
#A83346,350.5444642,53.00577695,40.007139,Red/Purple,Dark,Medium
#6B5242,22.90461702,23.2135839,37.214281,Red/Orange,Dark,Dull
#1B3450,211.5013193,48.774841,21.44763,Green/Blue,Dark,Medium
#F47395,344.3506973,85.60626913,64.803879,Red/Purple,light,Brightest
#1C2422,163.555774,13.23226424,13.712865,Green,Darkest,Dullest
#7D6563,3.692594061,11.26105186,45.143006,Red,Mid-Value,Dullest
#FFA84B,31.29166848,100,76.674224,Orange,light,Brightest
#BF9DBE,302.7753507,21.0275563,68.929897,Purple,light,Dull
#DE472F,7.989543732,72.91778065,52.253238,Red,Mid-Value,Bright
#977A59,31.39511694,25.8267841,53.287426,Orange,Mid-Value,Dull
#3D2B3E,296.1357429,18.48065995,20.406413,Purple,Darkest,Dullest
#914338,7.463034098,43.95653998,38.773603,Red,Dark,Medium
#CF9266,25.10099153,52.3144077,65.742621,Red/Orange,light,Medium
#445F6B,198.5142553,22.40049104,38.776853,Green/Blue,Dark,Dull
#872239,346.414004,59.95677836,31.016987,Red/Purple,Dark,Medium
#487296,207.5251914,34.9473765,46.595584,Green/Blue,Mid-Value,Dull
#564B46,17.96984917,10.64215405,32.896265,Red/Orange,Dark,Dullest
#9A5549,9.262400882,35.43493176,44.25852,Red,Mid-Value,Dull
#EF8D99,352.78025,75.35434664,69.340276,Red/Purple,light,Bright
#D09479,18.67006625,48.40017731,66.677197,Red/Orange,light,Medium
#927281,331.6102963,12.95915844,51.627359,Red/Purple,Mid-Value,Dullest
#C7B36F,46.43859127,44.60999982,73.567242,Orange/Yellow,light,Medium
#A38478,17.5510519,18.95647901,57.885709,Red/Orange,Mid-Value,Dullest
#D3DA5D,63.04659286,62.89508784,84.496741,Yellow,Lightest,Bright
#F1A18F,10.99310519,78.83325023,73.941427,Red,light,Bright
#E8B583,29.41431659,69.15579369,77.257112,Red/Orange,light,Bright
#9A8675,27.75525258,15.37547278,57.571879,Red/Orange,Mid-Value,Dullest
#00A3AB,182.796353,100,60.51412,Green/Blue,Mid-Value,Brightest
#A68975,24.14950713,21.48978263,59.285563,Red/Orange,Mid-Value,Dull
#928483,3.321068094,6.473096407,56.591601,Red,Mid-Value,Dullest
#A86340,20.04672885,44.58210844,49.210459,Red/Orange,Mid-Value,Medium
#5B382C,14.85987018,34.70214222,27.486283,Red,Dark,Dull
#E9D59E,43.48672388,63.84024217,85.787283,Orange,Lightest,Bright
#6F3F30,14.53100011,39.35892423,32.307308,Red,Dark,Dull
#AE7473,0.211137861,26.79419335,54.899928,Red,Mid-Value,Dull
#AE6E3E,25.78715523,47.48363344,52.522277,Red/Orange,Mid-Value,Medium
#6AADAB,177.6219302,29.26734199,66.666789,Green/Blue,light,Dull
#C17783,350.3368096,37.57607453,58.318493,Red/Purple,Mid-Value,Dull
#835739,24.75292931,39.03307722,41.341051,Red/Orange,Mid-Value,Dull
#4B3125,18.12334066,33.5097722,23.266653,Red/Orange,Dark,Dull
#6E4247,353.7316448,24.40829162,33.549891,Red/Purple,Dark,Dull
#DEB393,25.67502186,53.20522151,76.218263,Red/Orange,light,Medium
#785978,299.9468376,14.80013216,42.10527,Purple,Mid-Value,Dullest
#7F3847,347.3089522,38.87999801,33.795303,Red/Purple,Dark,Dull
#8B6147,23.21175014,32.28575671,45.107707,Red/Orange,Mid-Value,Dull
#AE9E85,36.81613764,20.49613111,66.191488,Orange,light,Dullest
#A99983,34.84320739,18.04694397,64.318905,Orange,light,Dullest
#A57E99,317.9673849,17.80592616,57.468958,Red/Purple,Mid-Value,Dullest
#FF9C92,5.215031024,100,74.429328,Red,light,Brightest
#E93428,3.777562324,82.0691564,51.952803,Red,Mid-Value,Brightest
#45547F,224.3247953,29.71592286,36.356697,Green/Blue,Dark,Dull
#AB6A4F,17.86649684,37.04337498,51.594939,Red/Orange,Mid-Value,Dull
#75588E,271.7384984,23.41845917,42.603893,Purple,Mid-Value,Dull
#2B7E5F,157.4445641,48.93235708,47.523409,Green,Mid-Value,Medium
#6C2131,347.2197504,52.38149822,25.567838,Red/Purple,Dark,Medium
#A26B3C,27.45009637,45.50662725,50.204579,Red/Orange,Mid-Value,Medium
#255E86,204.8098442,56.34308591,38.238861,Green/Blue,Dark,Medium
#966F98,298.1806625,16.48754101,52.239185,Purple,Mid-Value,Dullest
#3B4971,224.5926731,31.14873905,31.828421,Green/Blue,Dark,Dull
#FF9632,29.35307865,100,72.959225,Red/Orange,light,Brightest
#C6998F,11.01375772,32.5628443,67.331454,Red,light,Dull
#9A5F48,16.81569081,35.99539895,46.46952,Red/Orange,Mid-Value,Dull
#F2A79A,8.381917556,78.07563544,75.500158,Red,light,Bright
#5A65AF,232.6912742,34.83488549,45.190943,Green/Blue,Mid-Value,Dull
#30688D,204.0864042,48.68648026,41.972325,Green/Blue,Mid-Value,Medium
#607EA3,213.3632194,26.82439765,52.022951,Green/Blue,Mid-Value,Dull
#24343E,203.3721319,26.96841004,20.959664,Green/Blue,Darkest,Dull
#A85667,347.3964678,32.27480978,46.958251,Red/Purple,Mid-Value,Dull
#743C6C,308.8194453,31.31437408,34.23531,Purple,Dark,Dull
#173D36,168.8130523,45.22064069,23.287904,Green,Dark,Medium
#605557,352.3677316,6.052363295,37.539607,Red/Purple,Dark,Dullest
#936F6B,5.107293386,15.39152386,50.386737,Red,Mid-Value,Dullest
#AF806F,15.87822581,28.53093653,57.87777,Red/Orange,Mid-Value,Dull
#7B5041,14.69392359,30.48006471,38.598227,Red,Dark,Dull
#C65166,349.1730303,50.61439771,50.601784,Red/Purple,Mid-Value,Medium
#957777,0.605749035,12.39074539,53.059244,Red,Mid-Value,Dullest
#006358,173.1848557,100,37.219717,Green/Blue,Dark,Brightest
#42254F,281.5761347,36.13749108,20.327021,Purple,Darkest,Dull
#FABBA2,16.69674538,90.41944768,81.050989,Red/Orange,Lightest,Brightest
#724D40,15.33005762,28.17384123,36.584891,Red/Orange,Dark,Dull
#795744,20.72346447,27.78381801,40.186138,Red/Orange,Dark,Dull
#182135,221.833648,37.04967236,13.176944,Green/Blue,Darkest,Dull
#FF9572,15.11187849,100,72.98128,Red/Orange,light,Brightest
#A56F4F,21.71399706,34.93309652,51.895627,Red/Orange,Mid-Value,Dull
#252F41,219.3283091,26.29909745,19.453074,Green/Blue,Darkest,Dull
#683A6D,294.7006719,30.40128783,32.141866,Purple,Dark,Dull
#9F7C61,26.11669319,24.21952602,54.837557,Red/Orange,Mid-Value,Dull
#A07957,27.77386884,29.28026733,54.012121,Red/Orange,Mid-Value,Dull
#808E6A,83.68930774,14.61722178,57.367887,Yellow,Mid-Value,Dullest
#FFC778,35.41586271,100,84.388421,Orange,Lightest,Brightest
#FFCFB2,22.33344953,100,86.961301,Red/Orange,Lightest,Brightest
#892C42,345.9606828,50.8879262,33.098655,Red/Purple,Dark,Medium
#BA7C58,22.36715385,41.63162132,57.838544,Red/Orange,Mid-Value,Medium
#765742,24.40467594,28.59244259,39.927959,Red/Orange,Dark,Dull
#A7CCD5,191.1272255,35.11752829,79.938987,Green/Blue,light,Dull
#EA474D,357.7911971,79.49873985,54.617433,Red/Purple,Mid-Value,Bright
#A27253,24.04965014,32.21405096,52.455461,Red/Orange,Mid-Value,Dull
#B46097,320.7117109,35.94737323,52.292555,Red/Purple,Mid-Value,Dull
#D2372A,4.7418922,66.56103206,48.025558,Red,Mid-Value,Bright
#77493D,12.89044785,32.13508184,36.353836,Red,Dark,Dull
#936D64,11.06558062,18.66718818,49.7333,Red,Mid-Value,Dullest
#D6B66C,41.74779387,56.6400358,75.475591,Orange,light,Medium
#966D5E,16.05067883,22.56562306,49.994276,Red/Orange,Mid-Value,Dull
#783683,291.5344791,41.35212188,34.693013,Purple,Dark,Medium
#7B5445,16.60498003,28.21906662,39.770855,Red/Orange,Dark,Dull
#A5222C,355.2958782,65.20064975,36.718286,Red/Purple,Dark,Bright
#044446,181.7938225,88.70327017,25.790733,Green/Blue,Dark,Brightest
#BFB178,48.02442683,36.33375027,72.403619,Orange/Yellow,light,Dull
#909A6F,73.09909777,17.43544866,61.874994,Yellow,light,Dullest
#98A373,73.15868138,20.53780551,65.176194,Yellow,light,Dullest
#789D9E,182.8585329,16.67518737,62.21049,Green/Blue,light,Dullest
#958089,333.2536926,9.320658623,55.85292,Red/Purple,Mid-Value,Dullest
#8C364E,342.6868574,44.31220138,35.599139,Red/Purple,Dark,Medium
#B94963,346.2101567,44.35370492,47.035186,Red/Purple,Mid-Value,Medium
#86443C,6.780327053,38.10810454,37.322462,Red,Dark,Dull
#E2699F,332.9904532,68.29096025,60.721715,Red/Purple,Mid-Value,Bright
#FFB855,35.0332858,100,82.785641,Orange,Lightest,Brightest
#FD7F8A,354.686336,97.25773824,68.119983,Red/Purple,light,Brightest
#475565,212.3540511,17.05232965,35.710504,Green/Blue,Dark,Dullest
#664735,22.42334552,31.53411781,33.423249,Red/Orange,Dark,Dull
#924D46,5.708758827,35.2669105,41.195583,Red,Mid-Value,Dull
#CE5B45,9.923458764,58.57317443,53.184943,Red,Mid-Value,Medium
#855844,18.80115671,32.51501606,42.150833,Red/Orange,Mid-Value,Dull
#FFC6BB,10.17961074,100,85.564031,Red,Lightest,Brightest
#0E3643,194.4432006,65.39414267,20.719786,Green/Blue,Darkest,Bright
#85A8C1,205.1453431,33.15590204,67.364393,Green/Blue,light,Dull
#B9A97F,43.19905112,29.55199379,69.885347,Orange,light,Dull
#7E5C4A,20.29630061,26.02373304,42.261699,Red/Orange,Mid-Value,Dull
#69493F,15.3803616,25.20094631,34.561189,Red/Orange,Dark,Dull
